state,date,sex,age,ethnicity,population
Melaka,2022-01-01,male,20-24,overall,50.0
Melaka,2022-01-01,male,20-24,bumi_malay,35.8
Melaka,2022-01-01,male,20-24,bumi_other,0.5
Melaka,2022-01-01,male,20-24,chinese,7.2
Melaka,2022-01-01,male,20-24,indian,2.3
Melaka,2022-01-01,male,20-24,other_citizen,0.3
Melaka,2022-01-01,male,20-24,other_noncitizen,3.9
Melaka,2022-01-01,male,25-29,overall,45.7
Melaka,2022-01-01,male,25-29,bumi_malay,27.3
Melaka,2022-01-01,male,25-29,bumi_other,0.7
Melaka,2022-01-01,male,25-29,chinese,7.1
Melaka,2022-01-01,male,25-29,indian,2.4
Melaka,2022-01-01,male,25-29,other_citizen,0.4
Melaka,2022-01-01,male,25-29,other_noncitizen,7.9
Melaka,2022-01-01,male,30-34,overall,61.8
Melaka,2022-01-01,male,30-34,bumi_malay,25.5
Melaka,2022-01-01,male,30-34,bumi_other,0.5
Melaka,2022-01-01,male,30-34,chinese,7.5
Melaka,2022-01-01,male,30-34,indian,1.9
Melaka,2022-01-01,male,30-34,other_citizen,0.4
Melaka,2022-01-01,male,30-34,other_noncitizen,26.0
Melaka,2022-01-01,male,35-39,overall,40.2
Melaka,2022-01-01,male,35-39,bumi_malay,25.0
Melaka,2022-01-01,male,35-39,bumi_other,0.5
Melaka,2022-01-01,male,35-39,chinese,6.4
Melaka,2022-01-01,male,35-39,indian,1.8
Melaka,2022-01-01,male,35-39,other_citizen,0.3
Melaka,2022-01-01,male,35-39,other_noncitizen,6.2
Melaka,2022-01-01,male,40-44,overall,46.4
Melaka,2022-01-01,male,40-44,bumi_malay,29.2
Melaka,2022-01-01,male,40-44,bumi_other,0.4
Melaka,2022-01-01,male,40-44,chinese,9.9
Melaka,2022-01-01,male,40-44,indian,2.8
Melaka,2022-01-01,male,40-44,other_citizen,0.2
Melaka,2022-01-01,male,40-44,other_noncitizen,3.9
Melaka,2022-01-01,male,45-49,overall,23.7
Melaka,2022-01-01,male,45-49,bumi_malay,14.3
Melaka,2022-01-01,male,45-49,bumi_other,0.2
Melaka,2022-01-01,male,45-49,chinese,5.8
Melaka,2022-01-01,male,45-49,indian,1.4
Melaka,2022-01-01,male,45-49,other_citizen,0.1
Melaka,2022-01-01,male,45-49,other_noncitizen,1.8
Melaka,2022-01-01,male,50-54,overall,20.2
Melaka,2022-01-01,male,50-54,bumi_malay,12.4
Melaka,2022-01-01,male,50-54,bumi_other,0.1
Melaka,2022-01-01,male,50-54,chinese,5.7
Melaka,2022-01-01,male,50-54,indian,1.2
Melaka,2022-01-01,male,50-54,other_citizen,0.1
Melaka,2022-01-01,male,50-54,other_noncitizen,0.7
Melaka,2022-01-01,male,55-59,overall,18.9
Melaka,2022-01-01,male,55-59,bumi_malay,11.5
Melaka,2022-01-01,male,55-59,bumi_other,0.1
Melaka,2022-01-01,male,55-59,chinese,5.6
Melaka,2022-01-01,male,55-59,indian,1.1
Melaka,2022-01-01,male,55-59,other_citizen,0.1
Melaka,2022-01-01,male,55-59,other_noncitizen,0.5
Melaka,2022-01-01,male,60-64,overall,18.6
Melaka,2022-01-01,male,60-64,bumi_malay,11.0
Melaka,2022-01-01,male,60-64,bumi_other,0.1
Melaka,2022-01-01,male,60-64,chinese,6.1
Melaka,2022-01-01,male,60-64,indian,1.0
Melaka,2022-01-01,male,60-64,other_citizen,0.1
Melaka,2022-01-01,male,60-64,other_noncitizen,0.3
Melaka,2022-01-01,male,65-69,overall,13.6
Melaka,2022-01-01,male,65-69,bumi_malay,7.8
Melaka,2022-01-01,male,65-69,bumi_other,0.0
Melaka,2022-01-01,male,65-69,chinese,4.7
Melaka,2022-01-01,male,65-69,indian,0.8
Melaka,2022-01-01,male,65-69,other_citizen,0.1
Melaka,2022-01-01,male,65-69,other_noncitizen,0.2
Melaka,2022-01-01,male,70-74,overall,9.2
Melaka,2022-01-01,male,70-74,bumi_malay,4.8
Melaka,2022-01-01,male,70-74,bumi_other,0.0
Melaka,2022-01-01,male,70-74,chinese,3.7
Melaka,2022-01-01,male,70-74,indian,0.5
Melaka,2022-01-01,male,70-74,other_citizen,0.1
Melaka,2022-01-01,male,70-74,other_noncitizen,0.1
Melaka,2022-01-01,male,75-79,overall,4.6
Melaka,2022-01-01,male,75-79,bumi_malay,2.3
Melaka,2022-01-01,male,75-79,bumi_other,0.0
Melaka,2022-01-01,male,75-79,chinese,2.0
Melaka,2022-01-01,male,75-79,indian,0.2
Melaka,2022-01-01,male,75-79,other_citizen,0.0
Melaka,2022-01-01,male,75-79,other_noncitizen,0.0
Melaka,2022-01-01,male,80-84,overall,2.5
Melaka,2022-01-01,male,80-84,bumi_malay,1.1
Melaka,2022-01-01,male,80-84,bumi_other,0.0
Melaka,2022-01-01,male,80-84,chinese,1.2
Melaka,2022-01-01,male,80-84,indian,0.1
Melaka,2022-01-01,male,80-84,other_citizen,0.0
Melaka,2022-01-01,male,80-84,other_noncitizen,0.0
Melaka,2022-01-01,male,85+,overall,1.3
Melaka,2022-01-01,male,85+,bumi_malay,0.6
Melaka,2022-01-01,male,85+,bumi_other,0.0
Melaka,2022-01-01,male,85+,chinese,0.6
Melaka,2022-01-01,male,85+,indian,0.0
Melaka,2022-01-01,male,85+,other_citizen,0.0
Melaka,2022-01-01,male,85+,other_noncitizen,0.0
Negeri Sembilan,2022-01-01,both,overall,overall,1207.9
Negeri Sembilan,2022-01-01,both,overall,bumi_malay,711.9
Negeri Sembilan,2022-01-01,both,overall,bumi_other,22.2
Negeri Sembilan,2022-01-01,both,overall,chinese,247.4
Negeri Sembilan,2022-01-01,both,overall,indian,162.4
Negeri Sembilan,2022-01-01,both,overall,other_citizen,5.8
Negeri Sembilan,2022-01-01,both,overall,other_noncitizen,58.1
Negeri Sembilan,2022-01-01,both,0-4,overall,81.5
Negeri Sembilan,2022-01-01,both,0-4,bumi_malay,57.8
Negeri Sembilan,2022-01-01,both,0-4,bumi_other,2.4
Negeri Sembilan,2022-01-01,both,0-4,chinese,11.1
Negeri Sembilan,2022-01-01,both,0-4,indian,9.1
Negeri Sembilan,2022-01-01,both,0-4,other_citizen,0.4
Negeri Sembilan,2022-01-01,both,0-4,other_noncitizen,0.8
Negeri Sembilan,2022-01-01,both,5-9,overall,114.3
Negeri Sembilan,2022-01-01,both,5-9,bumi_malay,72.1
Negeri Sembilan,2022-01-01,both,5-9,bumi_other,2.4
Negeri Sembilan,2022-01-01,both,5-9,chinese,23.5
Negeri Sembilan,2022-01-01,both,5-9,indian,14.7
Negeri Sembilan,2022-01-01,both,5-9,other_citizen,0.4
Negeri Sembilan,2022-01-01,both,5-9,other_noncitizen,1.2
Negeri Sembilan,2022-01-01,both,10-14,overall,103.6
Negeri Sembilan,2022-01-01,both,10-14,bumi_malay,64.0
Negeri Sembilan,2022-01-01,both,10-14,bumi_other,2.3
Negeri Sembilan,2022-01-01,both,10-14,chinese,21.7
Negeri Sembilan,2022-01-01,both,10-14,indian,14.6
Negeri Sembilan,2022-01-01,both,10-14,other_citizen,0.4
Negeri Sembilan,2022-01-01,both,10-14,other_noncitizen,0.5
Negeri Sembilan,2022-01-01,both,15-19,overall,96.4
Negeri Sembilan,2022-01-01,both,15-19,bumi_malay,59.4
Negeri Sembilan,2022-01-01,both,15-19,bumi_other,2.0
Negeri Sembilan,2022-01-01,both,15-19,chinese,20.4
Negeri Sembilan,2022-01-01,both,15-19,indian,13.6
Negeri Sembilan,2022-01-01,both,15-19,other_citizen,0.3
Negeri Sembilan,2022-01-01,both,15-19,other_noncitizen,0.6
Negeri Sembilan,2022-01-01,both,20-24,overall,104.5
Negeri Sembilan,2022-01-01,both,20-24,bumi_malay,65.1
Negeri Sembilan,2022-01-01,both,20-24,bumi_other,2.3
Negeri Sembilan,2022-01-01,both,20-24,chinese,15.4
Negeri Sembilan,2022-01-01,both,20-24,indian,12.1
Negeri Sembilan,2022-01-01,both,20-24,other_citizen,0.4
Negeri Sembilan,2022-01-01,both,20-24,other_noncitizen,9.2
Negeri Sembilan,2022-01-01,both,25-29,overall,94.2
Negeri Sembilan,2022-01-01,both,25-29,bumi_malay,53.9
Negeri Sembilan,2022-01-01,both,25-29,bumi_other,2.1
Negeri Sembilan,2022-01-01,both,25-29,chinese,14.4
Negeri Sembilan,2022-01-01,both,25-29,indian,11.5
Negeri Sembilan,2022-01-01,both,25-29,other_citizen,0.7
Negeri Sembilan,2022-01-01,both,25-29,other_noncitizen,11.7
Negeri Sembilan,2022-01-01,both,30-34,overall,108.0
Negeri Sembilan,2022-01-01,both,30-34,bumi_malay,60.9
Negeri Sembilan,2022-01-01,both,30-34,bumi_other,1.7
Negeri Sembilan,2022-01-01,both,30-34,chinese,17.1
Negeri Sembilan,2022-01-01,both,30-34,indian,14.3
Negeri Sembilan,2022-01-01,both,30-34,other_citizen,0.8
Negeri Sembilan,2022-01-01,both,30-34,other_noncitizen,13.2
Negeri Sembilan,2022-01-01,both,35-39,overall,105.1
Negeri Sembilan,2022-01-01,both,35-39,bumi_malay,59.9
Negeri Sembilan,2022-01-01,both,35-39,bumi_other,1.7
Negeri Sembilan,2022-01-01,both,35-39,chinese,18.8
Negeri Sembilan,2022-01-01,both,35-39,indian,14.3
Negeri Sembilan,2022-01-01,both,35-39,other_citizen,0.8
Negeri Sembilan,2022-01-01,both,35-39,other_noncitizen,9.7
Negeri Sembilan,2022-01-01,both,40-44,overall,82.6
Negeri Sembilan,2022-01-01,both,40-44,bumi_malay,46.6
Negeri Sembilan,2022-01-01,both,40-44,bumi_other,1.4
Negeri Sembilan,2022-01-01,both,40-44,chinese,17.4
Negeri Sembilan,2022-01-01,both,40-44,indian,12.2
Negeri Sembilan,2022-01-01,both,40-44,other_citizen,0.4
Negeri Sembilan,2022-01-01,both,40-44,other_noncitizen,4.5
Negeri Sembilan,2022-01-01,both,45-49,overall,64.7
Negeri Sembilan,2022-01-01,both,45-49,bumi_malay,36.2
Negeri Sembilan,2022-01-01,both,45-49,bumi_other,1.0
Negeri Sembilan,2022-01-01,both,45-49,chinese,15.0
Negeri Sembilan,2022-01-01,both,45-49,indian,9.8
Negeri Sembilan,2022-01-01,both,45-49,other_citizen,0.3
Negeri Sembilan,2022-01-01,both,45-49,other_noncitizen,2.4
Negeri Sembilan,2022-01-01,both,50-54,overall,54.8
Negeri Sembilan,2022-01-01,both,50-54,bumi_malay,30.3
Negeri Sembilan,2022-01-01,both,50-54,bumi_other,0.9
Negeri Sembilan,2022-01-01,both,50-54,chinese,14.2
Negeri Sembilan,2022-01-01,both,50-54,indian,8.2
Negeri Sembilan,2022-01-01,both,50-54,other_citizen,0.2
Negeri Sembilan,2022-01-01,both,50-54,other_noncitizen,1.0
Negeri Sembilan,2022-01-01,both,55-59,overall,56.5
Negeri Sembilan,2022-01-01,both,55-59,bumi_malay,31.8
Negeri Sembilan,2022-01-01,both,55-59,bumi_other,0.7
Negeri Sembilan,2022-01-01,both,55-59,chinese,14.5
Negeri Sembilan,2022-01-01,both,55-59,indian,8.3
Negeri Sembilan,2022-01-01,both,55-59,other_citizen,0.2
Negeri Sembilan,2022-01-01,both,55-59,other_noncitizen,0.9
Negeri Sembilan,2022-01-01,both,60-64,overall,53.5
Negeri Sembilan,2022-01-01,both,60-64,bumi_malay,29.5
Negeri Sembilan,2022-01-01,both,60-64,bumi_other,0.5
Negeri Sembilan,2022-01-01,both,60-64,chinese,14.9
Negeri Sembilan,2022-01-01,both,60-64,indian,7.5
Negeri Sembilan,2022-01-01,both,60-64,other_citizen,0.2
Negeri Sembilan,2022-01-01,both,60-64,other_noncitizen,0.9
Negeri Sembilan,2022-01-01,both,65-69,overall,38.4
Negeri Sembilan,2022-01-01,both,65-69,bumi_malay,21.1
Negeri Sembilan,2022-01-01,both,65-69,bumi_other,0.3
Negeri Sembilan,2022-01-01,both,65-69,chinese,11.0
Negeri Sembilan,2022-01-01,both,65-69,indian,5.2
Negeri Sembilan,2022-01-01,both,65-69,other_citizen,0.1
Negeri Sembilan,2022-01-01,both,65-69,other_noncitizen,0.6
Negeri Sembilan,2022-01-01,both,70-74,overall,26.8
Negeri Sembilan,2022-01-01,both,70-74,bumi_malay,13.6
Negeri Sembilan,2022-01-01,both,70-74,bumi_other,0.2
Negeri Sembilan,2022-01-01,both,70-74,chinese,8.8
Negeri Sembilan,2022-01-01,both,70-74,indian,3.8
Negeri Sembilan,2022-01-01,both,70-74,other_citizen,0.1
Negeri Sembilan,2022-01-01,both,70-74,other_noncitizen,0.3
Negeri Sembilan,2022-01-01,both,75-79,overall,12.6
Negeri Sembilan,2022-01-01,both,75-79,bumi_malay,5.7
Negeri Sembilan,2022-01-01,both,75-79,bumi_other,0.1
Negeri Sembilan,2022-01-01,both,75-79,chinese,4.8
Negeri Sembilan,2022-01-01,both,75-79,indian,1.7
Negeri Sembilan,2022-01-01,both,75-79,other_citizen,0.0
Negeri Sembilan,2022-01-01,both,75-79,other_noncitizen,0.2
Negeri Sembilan,2022-01-01,both,80-84,overall,7.5
Negeri Sembilan,2022-01-01,both,80-84,bumi_malay,3.0
Negeri Sembilan,2022-01-01,both,80-84,bumi_other,0.1
Negeri Sembilan,2022-01-01,both,80-84,chinese,3.2
Negeri Sembilan,2022-01-01,both,80-84,indian,1.0
Negeri Sembilan,2022-01-01,both,80-84,other_citizen,0.0
Negeri Sembilan,2022-01-01,both,80-84,other_noncitizen,0.2
Negeri Sembilan,2022-01-01,both,85+,overall,3.0
Negeri Sembilan,2022-01-01,both,85+,bumi_malay,1.0
Negeri Sembilan,2022-01-01,both,85+,bumi_other,0.0
Negeri Sembilan,2022-01-01,both,85+,chinese,1.3
Negeri Sembilan,2022-01-01,both,85+,indian,0.5
Negeri Sembilan,2022-01-01,both,85+,other_citizen,0.0
Negeri Sembilan,2022-01-01,both,85+,other_noncitizen,0.1
Negeri Sembilan,2022-01-01,female,overall,overall,582.7
Negeri Sembilan,2022-01-01,female,overall,bumi_malay,351.9
Negeri Sembilan,2022-01-01,female,overall,bumi_other,10.7
Negeri Sembilan,2022-01-01,female,overall,chinese,121.9
Negeri Sembilan,2022-01-01,female,overall,indian,80.4
Negeri Sembilan,2022-01-01,female,overall,other_citizen,2.3
Negeri Sembilan,2022-01-01,female,overall,other_noncitizen,15.5
Negeri Sembilan,2022-01-01,female,0-4,overall,42.1
Negeri Sembilan,2022-01-01,female,0-4,bumi_malay,29.3
Negeri Sembilan,2022-01-01,female,0-4,bumi_other,1.1
Negeri Sembilan,2022-01-01,female,0-4,chinese,6.2
Negeri Sembilan,2022-01-01,female,0-4,indian,4.8
Negeri Sembilan,2022-01-01,female,0-4,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,0-4,other_noncitizen,0.5
Negeri Sembilan,2022-01-01,female,5-9,overall,54.4
Negeri Sembilan,2022-01-01,female,5-9,bumi_malay,33.3
Negeri Sembilan,2022-01-01,female,5-9,bumi_other,1.1
Negeri Sembilan,2022-01-01,female,5-9,chinese,11.9
Negeri Sembilan,2022-01-01,female,5-9,indian,7.3
Negeri Sembilan,2022-01-01,female,5-9,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,5-9,other_noncitizen,0.5
Negeri Sembilan,2022-01-01,female,10-14,overall,48.6
Negeri Sembilan,2022-01-01,female,10-14,bumi_malay,30.1
Negeri Sembilan,2022-01-01,female,10-14,bumi_other,1.1
Negeri Sembilan,2022-01-01,female,10-14,chinese,10.0
Negeri Sembilan,2022-01-01,female,10-14,indian,7.0
Negeri Sembilan,2022-01-01,female,10-14,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,10-14,other_noncitizen,0.2
Negeri Sembilan,2022-01-01,female,15-19,overall,44.7
Negeri Sembilan,2022-01-01,female,15-19,bumi_malay,27.8
Negeri Sembilan,2022-01-01,female,15-19,bumi_other,1.0
Negeri Sembilan,2022-01-01,female,15-19,chinese,9.3
Negeri Sembilan,2022-01-01,female,15-19,indian,6.2
Negeri Sembilan,2022-01-01,female,15-19,other_citizen,0.1
Negeri Sembilan,2022-01-01,female,15-19,other_noncitizen,0.2
Negeri Sembilan,2022-01-01,female,20-24,overall,51.3
Negeri Sembilan,2022-01-01,female,20-24,bumi_malay,33.7
Negeri Sembilan,2022-01-01,female,20-24,bumi_other,1.0
Negeri Sembilan,2022-01-01,female,20-24,chinese,7.5
Negeri Sembilan,2022-01-01,female,20-24,indian,5.6
Negeri Sembilan,2022-01-01,female,20-24,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,20-24,other_noncitizen,3.4
Negeri Sembilan,2022-01-01,female,25-29,overall,43.8
Negeri Sembilan,2022-01-01,female,25-29,bumi_malay,26.8
Negeri Sembilan,2022-01-01,female,25-29,bumi_other,1.0
Negeri Sembilan,2022-01-01,female,25-29,chinese,6.8
Negeri Sembilan,2022-01-01,female,25-29,indian,5.6
Negeri Sembilan,2022-01-01,female,25-29,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,25-29,other_noncitizen,3.4
Negeri Sembilan,2022-01-01,female,30-34,overall,48.7
Negeri Sembilan,2022-01-01,female,30-34,bumi_malay,29.9
Negeri Sembilan,2022-01-01,female,30-34,bumi_other,0.8
Negeri Sembilan,2022-01-01,female,30-34,chinese,8.5
Negeri Sembilan,2022-01-01,female,30-34,indian,6.8
Negeri Sembilan,2022-01-01,female,30-34,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,30-34,other_noncitizen,2.4
Negeri Sembilan,2022-01-01,female,35-39,overall,48.3
Negeri Sembilan,2022-01-01,female,35-39,bumi_malay,29.5
Negeri Sembilan,2022-01-01,female,35-39,bumi_other,0.8
Negeri Sembilan,2022-01-01,female,35-39,chinese,9.3
Negeri Sembilan,2022-01-01,female,35-39,indian,6.9
Negeri Sembilan,2022-01-01,female,35-39,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,35-39,other_noncitizen,1.6
Negeri Sembilan,2022-01-01,female,40-44,overall,38.0
Negeri Sembilan,2022-01-01,female,40-44,bumi_malay,22.5
Negeri Sembilan,2022-01-01,female,40-44,bumi_other,0.7
Negeri Sembilan,2022-01-01,female,40-44,chinese,7.9
Negeri Sembilan,2022-01-01,female,40-44,indian,5.8
Negeri Sembilan,2022-01-01,female,40-44,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,40-44,other_noncitizen,0.9
Negeri Sembilan,2022-01-01,female,45-49,overall,32.8
Negeri Sembilan,2022-01-01,female,45-49,bumi_malay,18.4
Negeri Sembilan,2022-01-01,female,45-49,bumi_other,0.5
Negeri Sembilan,2022-01-01,female,45-49,chinese,7.8
Negeri Sembilan,2022-01-01,female,45-49,indian,5.1
Negeri Sembilan,2022-01-01,female,45-49,other_citizen,0.2
Negeri Sembilan,2022-01-01,female,45-49,other_noncitizen,0.7
Negeri Sembilan,2022-01-01,female,50-54,overall,27.8
Negeri Sembilan,2022-01-01,female,50-54,bumi_malay,15.5
Negeri Sembilan,2022-01-01,female,50-54,bumi_other,0.4
Negeri Sembilan,2022-01-01,female,50-54,chinese,7.0
Negeri Sembilan,2022-01-01,female,50-54,indian,4.3
Negeri Sembilan,2022-01-01,female,50-54,other_citizen,0.1
Negeri Sembilan,2022-01-01,female,50-54,other_noncitizen,0.4
Negeri Sembilan,2022-01-01,female,55-59,overall,29.7
Negeri Sembilan,2022-01-01,female,55-59,bumi_malay,16.8
Negeri Sembilan,2022-01-01,female,55-59,bumi_other,0.4
Negeri Sembilan,2022-01-01,female,55-59,chinese,7.6
Negeri Sembilan,2022-01-01,female,55-59,indian,4.4
Negeri Sembilan,2022-01-01,female,55-59,other_citizen,0.1
Negeri Sembilan,2022-01-01,female,55-59,other_noncitizen,0.3
Negeri Sembilan,2022-01-01,female,60-64,overall,26.9
Negeri Sembilan,2022-01-01,female,60-64,bumi_malay,15.2
Negeri Sembilan,2022-01-01,female,60-64,bumi_other,0.2
Negeri Sembilan,2022-01-01,female,60-64,chinese,7.2
Negeri Sembilan,2022-01-01,female,60-64,indian,3.9
Negeri Sembilan,2022-01-01,female,60-64,other_citizen,0.1
Negeri Sembilan,2022-01-01,female,60-64,other_noncitizen,0.3
Negeri Sembilan,2022-01-01,female,65-69,overall,19.7
Negeri Sembilan,2022-01-01,female,65-69,bumi_malay,10.9
Negeri Sembilan,2022-01-01,female,65-69,bumi_other,0.2
Negeri Sembilan,2022-01-01,female,65-69,chinese,5.5
Negeri Sembilan,2022-01-01,female,65-69,indian,2.8
Negeri Sembilan,2022-01-01,female,65-69,other_citizen,0.1
Negeri Sembilan,2022-01-01,female,65-69,other_noncitizen,0.2
Negeri Sembilan,2022-01-01,female,70-74,overall,13.7
Negeri Sembilan,2022-01-01,female,70-74,bumi_malay,6.9
Negeri Sembilan,2022-01-01,female,70-74,bumi_other,0.1
Negeri Sembilan,2022-01-01,female,70-74,chinese,4.4
Negeri Sembilan,2022-01-01,female,70-74,indian,2.1
Negeri Sembilan,2022-01-01,female,70-74,other_citizen,0.0
Negeri Sembilan,2022-01-01,female,70-74,other_noncitizen,0.1
Negeri Sembilan,2022-01-01,female,75-79,overall,6.6
Negeri Sembilan,2022-01-01,female,75-79,bumi_malay,3.0
Negeri Sembilan,2022-01-01,female,75-79,bumi_other,0.1
Negeri Sembilan,2022-01-01,female,75-79,chinese,2.4
Negeri Sembilan,2022-01-01,female,75-79,indian,0.9
Negeri Sembilan,2022-01-01,female,75-79,other_citizen,0.0
Negeri Sembilan,2022-01-01,female,75-79,other_noncitizen,0.1
Negeri Sembilan,2022-01-01,female,80-84,overall,4.0
Negeri Sembilan,2022-01-01,female,80-84,bumi_malay,1.7
Negeri Sembilan,2022-01-01,female,80-84,bumi_other,0.0
Negeri Sembilan,2022-01-01,female,80-84,chinese,1.7
Negeri Sembilan,2022-01-01,female,80-84,indian,0.5
Negeri Sembilan,2022-01-01,female,80-84,other_citizen,0.0
Negeri Sembilan,2022-01-01,female,80-84,other_noncitizen,0.1
Negeri Sembilan,2022-01-01,female,85+,overall,1.7
Negeri Sembilan,2022-01-01,female,85+,bumi_malay,0.6
Negeri Sembilan,2022-01-01,female,85+,bumi_other,0.0
Negeri Sembilan,2022-01-01,female,85+,chinese,0.7
Negeri Sembilan,2022-01-01,female,85+,indian,0.3
Negeri Sembilan,2022-01-01,female,85+,other_citizen,0.0
Negeri Sembilan,2022-01-01,female,85+,other_noncitizen,0.1
Negeri Sembilan,2022-01-01,male,overall,overall,625.1
Negeri Sembilan,2022-01-01,male,overall,bumi_malay,359.9
Negeri Sembilan,2022-01-01,male,overall,bumi_other,11.5
Negeri Sembilan,2022-01-01,male,overall,chinese,125.5
Negeri Sembilan,2022-01-01,male,overall,indian,82.0
Negeri Sembilan,2022-01-01,male,overall,other_citizen,3.5
Negeri Sembilan,2022-01-01,male,overall,other_noncitizen,42.7
Negeri Sembilan,2022-01-01,male,0-4,overall,39.3
Negeri Sembilan,2022-01-01,male,0-4,bumi_malay,28.5
Negeri Sembilan,2022-01-01,male,0-4,bumi_other,1.3
Negeri Sembilan,2022-01-01,male,0-4,chinese,4.9
Negeri Sembilan,2022-01-01,male,0-4,indian,4.3
Negeri Sembilan,2022-01-01,male,0-4,other_citizen,0.2
Negeri Sembilan,2022-01-01,male,0-4,other_noncitizen,0.3
Negeri Sembilan,2022-01-01,male,5-9,overall,59.9
Negeri Sembilan,2022-01-01,male,5-9,bumi_malay,38.8
Negeri Sembilan,2022-01-01,male,5-9,bumi_other,1.3
Negeri Sembilan,2022-01-01,male,5-9,chinese,11.5
Negeri Sembilan,2022-01-01,male,5-9,indian,7.4
Negeri Sembilan,2022-01-01,male,5-9,other_citizen,0.2
Negeri Sembilan,2022-01-01,male,5-9,other_noncitizen,0.6
Negeri Sembilan,2022-01-01,male,10-14,overall,55.0
Negeri Sembilan,2022-01-01,male,10-14,bumi_malay,33.9
Negeri Sembilan,2022-01-01,male,10-14,bumi_other,1.2
Negeri Sembilan,2022-01-01,male,10-14,chinese,11.7
Negeri Sembilan,2022-01-01,male,10-14,indian,7.6
Negeri Sembilan,2022-01-01,male,10-14,other_citizen,0.2
Negeri Sembilan,2022-01-01,male,10-14,other_noncitizen,0.3
Negeri Sembilan,2022-01-01,male,15-19,overall,51.7
Negeri Sembilan,2022-01-01,male,15-19,bumi_malay,31.6
Negeri Sembilan,2022-01-01,male,15-19,bumi_other,1.0
Negeri Sembilan,2022-01-01,male,15-19,chinese,11.1
Negeri Sembilan,2022-01-01,male,15-19,indian,7.5
Negeri Sembilan,2022-01-01,male,15-19,other_citizen,0.2
Negeri Sembilan,2022-01-01,male,15-19,other_noncitizen,0.4
Negeri Sembilan,2022-01-01,male,20-24,overall,53.3
Negeri Sembilan,2022-01-01,male,20-24,bumi_malay,31.5
Negeri Sembilan,2022-01-01,male,20-24,bumi_other,1.2
Negeri Sembilan,2022-01-01,male,20-24,chinese,7.9
Negeri Sembilan,2022-01-01,male,20-24,indian,6.5
Negeri Sembilan,2022-01-01,male,20-24,other_citizen,0.2
Negeri Sembilan,2022-01-01,male,20-24,other_noncitizen,5.8
Negeri Sembilan,2022-01-01,male,25-29,overall,50.4
Negeri Sembilan,2022-01-01,male,25-29,bumi_malay,27.1
Negeri Sembilan,2022-01-01,male,25-29,bumi_other,1.1
Negeri Sembilan,2022-01-01,male,25-29,chinese,7.5
Negeri Sembilan,2022-01-01,male,25-29,indian,5.8
Negeri Sembilan,2022-01-01,male,25-29,other_citizen,0.5
Negeri Sembilan,2022-01-01,male,25-29,other_noncitizen,8.3
Negeri Sembilan,2022-01-01,male,30-34,overall,59.4
Negeri Sembilan,2022-01-01,male,30-34,bumi_malay,30.9
Negeri Sembilan,2022-01-01,male,30-34,bumi_other,0.9
Negeri Sembilan,2022-01-01,male,30-34,chinese,8.6
Negeri Sembilan,2022-01-01,male,30-34,indian,7.4
Negeri Sembilan,2022-01-01,male,30-34,other_citizen,0.6
Negeri Sembilan,2022-01-01,male,30-34,other_noncitizen,10.9
Negeri Sembilan,2022-01-01,male,35-39,overall,56.8
Negeri Sembilan,2022-01-01,male,35-39,bumi_malay,30.4
Negeri Sembilan,2022-01-01,male,35-39,bumi_other,0.9
Negeri Sembilan,2022-01-01,male,35-39,chinese,9.5
Negeri Sembilan,2022-01-01,male,35-39,indian,7.4
Negeri Sembilan,2022-01-01,male,35-39,other_citizen,0.5
Negeri Sembilan,2022-01-01,male,35-39,other_noncitizen,8.1
Negeri Sembilan,2022-01-01,male,40-44,overall,44.6
Negeri Sembilan,2022-01-01,male,40-44,bumi_malay,24.1
Negeri Sembilan,2022-01-01,male,40-44,bumi_other,0.7
Negeri Sembilan,2022-01-01,male,40-44,chinese,9.5
Negeri Sembilan,2022-01-01,male,40-44,indian,6.4
Negeri Sembilan,2022-01-01,male,40-44,other_citizen,0.3
Negeri Sembilan,2022-01-01,male,40-44,other_noncitizen,3.6
Negeri Sembilan,2022-01-01,male,45-49,overall,32.0
Negeri Sembilan,2022-01-01,male,45-49,bumi_malay,17.7
Negeri Sembilan,2022-01-01,male,45-49,bumi_other,0.5
Negeri Sembilan,2022-01-01,male,45-49,chinese,7.1
Negeri Sembilan,2022-01-01,male,45-49,indian,4.6
Negeri Sembilan,2022-01-01,male,45-49,other_citizen,0.2
Negeri Sembilan,2022-01-01,male,45-49,other_noncitizen,1.7
Negeri Sembilan,2022-01-01,male,50-54,overall,27.0
Negeri Sembilan,2022-01-01,male,50-54,bumi_malay,14.8
Negeri Sembilan,2022-01-01,male,50-54,bumi_other,0.5
Negeri Sembilan,2022-01-01,male,50-54,chinese,7.1
Negeri Sembilan,2022-01-01,male,50-54,indian,3.9
Negeri Sembilan,2022-01-01,male,50-54,other_citizen,0.1
Negeri Sembilan,2022-01-01,male,50-54,other_noncitizen,0.6
Negeri Sembilan,2022-01-01,male,55-59,overall,26.8
